#1
#Bezugskoordinaten: 50,7931° N	6,0546° O
#
#Koordinatensystem : Lambert konform konisch	
#Rechtswert        : 3732500 Meter	
#Hochwert          : 2677500 Meter	
#Hoehenlage        : 165 Meter ueber NN	
#Erstellung des Datensatzes im Mai 2016	
#
#Art des TRY       : mittleres Jahr	
#Bezugszeitraum    : 1995-2012	
#Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012	
#	
#Format:(i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)	
#	
#Reihenfolge der Parameter:	
#2 RW Rechtswert                                                    [m]       {3670500;3671500..4389500}"	
#3 HW Hochwert                                                      [m]       {2242500;2243500..3179500}"	
#4 MM Monat                                                                   {1..12}	
#5 DD Tag                                                                     {1..28,30,31}	
#6 HH Stunde (MEZ)                                                            {1..24}	
#7 t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]	
#8 p  Luftdruck in Standorthoehe                                    [hPa]	
#9 WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}"	
#10 WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]	
#11 N  Bedeckungsgrad                                                [Achtel]  {0..8;9}"	
#12 x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]	
#13 RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}	
#14 B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv	
#15 D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv	
#16 A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv	
#17 E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ	
#18 IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}"	
#	
#	
#     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL	
#***
double wetter (8761, 18) 	
882000	3732500 2677500  1 11  6   2.4  995  70  3.8 7  4.5  99    0    0 291 -314  1
885600	3732500 2677500  1 11  7   2.6  996  70  4.6 7  4.5  98    0    0 290 -313  1
889200	3732500 2677500  1 11  8   2.6  997  70  3.8 8  4.5  96    0    0 296 -312  1
892800	3732500 2677500  1 11  9   2.5  997  70  3.8 8  4.5  97    0    0 301 -311  1
896400	3732500 2677500  1 11 10   2.5  997  79  4.6 8  4.5  98    0   15 301 -311  1
900000	3732500 2677500  1 11 11   2.3  998  70  4.6 8  4.5  99    0   20 301 -312  1
903600	3732500 2677500  1 11 12   2.5  999  70  4.6 7  4.5  98    0   81 295 -314  1
907200	3732500 2677500  1 11 13   2.6 1000  70  4.6 8  4.4  94    0   67 294 -315  1
910800	3732500 2677500  1 11 14   2.8 1000  80  4.7 7  4.3  93    5  104 293 -317  1
914400	3732500 2677500  1 11 15   3.0 1001  80  5.3 8  4.3  92    3   73 295 -318  1
918000	3732500 2677500  1 11 16   3.0 1001  79  4.6 8  4.3  91    1   33 301 -317  1
921600	3732500 2677500  1 11 17   2.8 1001  70  5.4 8  4.2  90    0    4 300 -316  1
925200	3732500 2677500  1 11 18   2.6 1002  70  4.6 8  4.1  88    0    0 300 -314  1
928800	3732500 2677500  1 11 19   2.5 1002  70  4.6 8  4.1  89    0    0 298 -312  1
932400	3732500 2677500  1 11 20   2.3 1003  79  5.3 8  4.1  89    0    0 298 -310  1
936000	3732500 2677500  1 11 21   2.1 1003  79  5.3 8  4.0  88    0    0 297 -309  1
939600	3732500 2677500  1 11 22   1.8 1003  90  4.5 8  3.9  88    0    0 297 -309  1
943200	3732500 2677500  1 11 23   1.5 1004  79  4.5 8  3.8  88    0    0 297 -308  1
946800	3732500 2677500  1 11 24   1.2 1004  70  3.8 8  3.8  89    0    0 296 -308  1
950400	3732500 2677500  1 12  1   1.2 1004  80  4.5 8  3.7  90    0    0 296 -308  1
954000	3732500 2677500  1 12  2   0.9 1004  80  5.2 7  3.7  89    0    0 290 -308  1
957600	3732500 2677500  1 12  3  -0.3 1005  70  4.5 6  3.5  90    0    0 277 -308  1
961200	3732500 2677500  1 12  4  -1.0 1005  80  4.5 6  3.4  93    0    0 269 -308  1
964800	3732500 2677500  1 12  5  -1.3 1005  80  4.4 4  3.3  94    0    0 256 -306  1
968400	3732500 2677500  1 12  6  -1.5 1005  70  3.6 3  3.2  92    0    0 238 -305  1
972000	3732500 2677500  1 12  7  -1.8 1005  70  4.3 1  3.1  92    0    0 220 -305  1
975600	3732500 2677500  1 12  8  -2.0 1006  80  4.2 1  3.0  91    0    0 209 -305  1
979200	3732500 2677500  1 12  9  -2.0 1006  70  3.5 1  2.9  88    0    1 210 -304  1
982800	3732500 2677500  1 12 10  -1.4 1006  70  3.6 1  2.9  87   33   38 211 -305  1
986400	3732500 2677500  1 12 11  -0.1 1007  80  4.3 1  3.0  84  117   57 212 -308  1
990000	3732500 2677500  1 12 12   1.8 1007  80  5.1 1  3.2  79  189   62 215 -311  1
993600	3732500 2677500  1 12 13   2.6 1007  80  4.5 1  3.4  76  222   61 218 -313  1
997200	3732500 2677500  1 12 14   3.3 1006  80  4.6 1  3.4  73  218   54 219 -315  1
1000800	3732500 2677500  1 12 15   3.0 1006  80  4.6 0  3.4  72  168   47 213 -316  1
1004400	3732500 2677500  1 12 16   2.5 1006  80  5.2 1  3.5  76   86   36 211 -316  1
1008000	3732500 2677500  1 12 17   1.6 1006  70  3.7 1  3.6  80   12   12 215 -315  1
1011600	3732500 2677500  1 12 18   0.7 1006  80  3.7 1  3.6  86    0    0 213 -311  1
1015200	3732500 2677500  1 12 19   0.2 1006  70  3.6 1  3.6  91    0    0 212 -308  1
1018800	3732500 2677500  1 12 20  -0.1 1007  70  4.5 1  3.5  92    0    0 211 -307  1
1022400	3732500 2677500  1 12 21  -0.4 1007  80  4.6 0  3.5  92    0    0 206 -306  1
1026000	3732500 2677500  1 12 22  -0.1 1008  80  4.5 0  3.4  91    0    0 201 -305  1
1029600	3732500 2677500  1 12 23   0.0 1008  90  3.6 0  3.3  87    0    0 201 -304  1
1033200	3732500 2677500  1 12 24  -0.4 1008  80  3.5 1  3.2  84    0    0 206 -303  1
1036800	3732500 2677500  1 13  1  -0.7 1009  70  3.5 3  3.1  85    0    0 221 -302  1
1040400	3732500 2677500  1 13  2  -1.4 1009  70  2.8 2  3.1  88    0    0 225 -301  1
1044000	3732500 2677500  1 13  3  -1.7 1009  60  3.0 1  3.1  91    0    0 214 -300  1
1047600	3732500 2677500  1 13  4  -1.9 1010  60  3.6 2  3.1  92    0    0 214 -299  1
1051200	3732500 2677500  1 13  5  -2.0 1010  70  3.7 1  3.0  91    0    0 214 -297  1
1054800	3732500 2677500  1 13  6  -2.0 1010  70  4.6 1  2.9  88    0    0 211 -297  1
1058400	3732500 2677500  1 13  7  -2.1 1010  80  4.5 0  2.8  86    0    0 206 -297  1
1062000	3732500 2677500  1 13  8  -2.5 1011  70  4.6 0  2.7  85    0    0 200 -297  1
1065600	3732500 2677500  1 13  9  -3.0 1011  70  3.7 0  2.7  86    0    2 200 -296  1
1069200	3732500 2677500  1 13 10  -2.8 1012  80  4.5 0  2.7  89   34   39 200 -297  1
1072800	3732500 2677500  1 13 11  -1.8 1012  71  4.4 0  2.8  86  117   58 202 -299  1
1076400	3732500 2677500  1 13 12  -0.2 1013  80  4.6 0  2.8  79  184   63 206 -302  1
1080000	3732500 2677500  1 13 13   0.6 1012  80  4.5 1  2.7  70  222   60 213 -306  1
1083600	3732500 2677500  1 13 14   1.6 1012  80  4.6 2  2.6  64  217   53 225 -309  1
1087200	3732500 2677500  1 13 15   1.4 1012  80  4.6 1  2.6  62  167   46 226 -310  1
1090800	3732500 2677500  1 13 16   1.2 1012  80  5.3 2  2.6  62   88   35 225 -308  1
1094400	3732500 2677500  1 13 17   0.7 1012  69  3.9 1  2.5  61   13   12 223 -305  1
1098000	3732500 2677500  1 13 18  -0.1 1012  79  3.9 3  2.4  61    0    0 226 -302  1
1101600	3732500 2677500  1 13 19  -0.2 1013  79  4.6 3  2.3  61    0    0 234 -299  1
1105200	3732500 2677500  1 13 20  -0.5 1013  70  3.8 3  2.3  63    0    0 233 -296  1
1108800	3732500 2677500  1 13 21  -1.0 1014  70  4.5 1  2.4  66    0    0 223 -294  1
1112400	3732500 2677500  1 13 22  -1.4 1014  70  3.8 2  2.4  69    0    0 218 -292  1
1116000	3732500 2677500  1 13 23  -2.0 1015  50  3.2 2  2.5  76    0    0 222 -291  1
1119600	3732500 2677500  1 13 24  -2.4 1015  60  3.1 0  2.7  86    0    0 213 -291  1
1123200	3732500 2677500  1 14  1  -2.5 1015  60  2.9 1  2.8  90    0    0 208 -291  1
1126800	3732500 2677500  1 14  2  -2.9 1015  50  2.9 0  2.8  91    0    0 208 -291  1
1130400	3732500 2677500  1 14  3  -3.1 1015  70  2.9 2  2.8  92    0    0 213 -290  1
1134000	3732500 2677500  1 14  4  -3.3 1015  70  3.0 3  2.8  93    0    0 228 -290  1
1137600	3732500 2677500  1 14  5  -3.7 1014  40  3.0 3  2.7  94    0    0 233 -290  1
1141200	3732500 2677500  1 14  6  -4.0 1014  50  2.8 2  2.8  97    0    0 227 -290  1
1144800	3732500 2677500  1 14  7  -4.2 1014  60  2.7 1  2.7  98    0    0 217 -289  1
1148400	3732500 2677500  1 14  8  -4.3 1014  71  2.7 1  2.7  98    0    0 213 -288  1
1152000	3732500 2677500  1 14  9  -4.7 1014  70  2.1 1  2.7  98    0    1 212 -288  1
1155600	3732500 2677500  1 14 10  -4.3 1014  31  3.0 1  2.7  99   35   40 212 -289  1
1159200	3732500 2677500  1 14 11  -2.5 1014  61  3.2 0  2.8  96  119   60 210 -292  1
1162800	3732500 2677500  1 14 12  -0.8 1014  60  3.2 0  3.0  88  189   64 209 -297  1
1166400	3732500 2677500  1 14 13   0.2 1013  50  4.0 1  3.1  84  227   60 216 -300  1
1170000	3732500 2677500  1 14 14   1.1 1012  70  4.1 1  3.3  82  218   54 223 -304  1
1173600	3732500 2677500  1 14 15   1.0 1011  50  4.1 0  3.3  80  173   46 219 -305  1
1177200	3732500 2677500  1 14 16   1.3 1010  79  4.0 1  3.3  81   95   35 219 -306  1
1180800	3732500 2677500  1 14 17   0.5 1010  60  3.2 1  3.3  81   15   13 222 -305  1
1184400	3732500 2677500  1 14 18  -1.0 1011  31  3.3 1  3.2  87    0    0 218 -303  1
1188000	3732500 2677500  1 14 19  -1.6 1010  50  3.3 0  3.3  96    0    0 213 -302  1
1191600	3732500 2677500  1 14 20  -2.0 1010  69  4.8 0  3.3  98    0    0 210 -301  1
1195200	3732500 2677500  1 14 21  -2.4 1010  50  3.4 0  3.2 100    0    0 208 -300  1
1198800	3732500 2677500  1 14 22  -2.4 1009  60  3.1 0  3.2 100    0    0 208 -300  1
1202400	3732500 2677500  1 14 23  -2.6 1009  60  3.7 0  3.1  97    0    0 206 -300  1
1206000	3732500 2677500  1 14 24  -2.7 1009  70  3.8 0  2.7  87    0    0 204 -300  1
1209600	3732500 2677500  1 15  1  -2.9 1009  80  4.4 1  2.5  80    0    0 205 -299  1
1213200	3732500 2677500  1 15  2  -3.5 1009  80  4.4 1  2.4  80    0    0 206 -299  1
1216800	3732500 2677500  1 15  3  -3.8 1008  70  4.3 1  2.4  82    0    0 206 -298  1
1220400	3732500 2677500  1 15  4  -3.9 1008  61  3.5 0  2.4  83    0    0 202 -298  1
1224000	3732500 2677500  1 15  5  -4.2 1007  60  2.7 1  2.3  82    0    0 202 -296  1
1227600	3732500 2677500  1 15  6  -4.3 1007  70  3.5 2  2.2  80    0    0 209 -295  1
1231200	3732500 2677500  1 15  7  -4.5 1007  51  3.4 0  2.2  79    0    0 205 -294  1
1234800	3732500 2677500  1 15  8  -4.5 1006  51  3.6 0  2.1  77    0    0 197 -293  1
1238400	3732500 2677500  1 15  9  -4.3 1006  70  4.2 0  2.1  75    0    3 197 -292  1
1242000	3732500 2677500  1 15 10  -3.7 1007  71  4.3 0  2.1  73   39   39 198 -294  1
1245600	3732500 2677500  1 15 11  -2.2 1007  71  4.5 0  2.1  67  127   55 200 -297  1
1249200	3732500 2677500  1 15 12  -0.7 1006  71  4.6 0  2.1  61  204   55 202 -302  1
1252800	3732500 2677500  1 15 13   0.8 1006  80  4.6 0  2.3  59  242   50 207 -307  1
1256400	3732500 2677500  1 15 14   1.5 1006  80  4.6 0  2.3  56  234   47 210 -310  1
1260000	3732500 2677500  1 15 15   1.8 1005  80  5.3 0  2.3  54  186   39 211 -311  1
1263600	3732500 2677500  1 15 16   1.4 1005  80  4.5 0  2.2  52  100   32 211 -310  1
1267200	3732500 2677500  1 15 17   0.5 1005  89  3.6 0  2.2  53   16   13 210 -307  1
1270800	3732500 2677500  1 15 18  -0.5 1004  80  3.4 0  2.1  54    0    0 209 -303  1
1274400	3732500 2677500  1 15 19  -0.9 1004  89  3.3 0  2.0  55    0    0 208 -301  1
1278000	3732500 2677500  1 15 20  -1.3 1005  91  3.3 0  2.1  58    0    0 208 -300  1
1281600	3732500 2677500  1 15 21  -1.6 1005  91  2.4 0  2.1  61    0    0 207 -299  1
1285200	3732500 2677500  1 15 22  -2.1 1005  91  2.4 0  2.1  63    0    0 207 -299  1
1288800	3732500 2677500  1 15 23  -2.6 1005  90  2.3 0  2.1  66    0    0 206 -299  1
1292400	3732500 2677500  1 15 24  -3.2 1005  61  1.6 0  2.1  70    0    0 206 -298  1
1296000	3732500 2677500  1 16  1  -3.6 1005  80  2.3 0  2.2  73    0    0 205 -297  1
1299600	3732500 2677500  1 16  2  -3.9 1005  61  1.4 0  2.2  75    0    0 205 -297  1
1303200	3732500 2677500  1 16  3  -4.3 1005  71  2.1 1  2.2  77    0    0 209 -296  1
1306800	3732500 2677500  1 16  4  -4.6 1005  70  2.0 1  2.2  80    0    0 212 -295  1
1310400	3732500 2677500  1 16  5  -4.4 1005 100  2.2 0  2.2  80    0    0 208 -293  1
1314000	3732500 2677500  1 16  6  -4.7 1005  90  2.4 0  2.2  79    0    0 203 -293  1
1317600	3732500 2677500  1 16  7  -4.7 1005  80  1.7 0  2.1  79    0    0 204 -293  1
1321200	3732500 2677500  1 16  8  -4.9 1004  99  2.3 0  2.1  79    0    0 204 -294  1
1324800	3732500 2677500  1 16  9  -5.0 1004  80  2.9 0  2.1  80    0    2 202 -293  1
1328400	3732500 2677500  1 16 10  -4.2 1004 109  1.4 0  2.2  79   36   42 203 -294  1
1332000	3732500 2677500  1 16 11  -2.9 1004  71  1.5 0  2.2  73  126   61 205 -297  1
1335600	3732500 2677500  1 16 12  -1.1 1004   2  1.6 0  2.2  67  200   65 207 -302  1
1339200	3732500 2677500  1 16 13   0.3 1004  12  1.7 0  2.3  62  244   60 210 -307  1
1342800	3732500 2677500  1 16 14   1.5 1003  22  2.4 0  2.3  57  237   55 213 -311  1
1346400	3732500 2677500  1 16 15   1.2 1003  22  2.4 0  2.4  58  188   48 215 -312  1
1350000	3732500 2677500  1 16 16   0.7 1003  22  2.1 0  2.5  61  101   39 215 -311  1
1353600	3732500 2677500  1 16 17  -0.7 1002  42  1.3 0  2.5  66   18   14 214 -307  1
1357200	3732500 2677500  1 16 18  -2.0 1002  71  1.9 0  2.5  72    0    0 212 -303  1
1360800	3732500 2677500  1 16 19  -2.4 1002  71  1.2 0  2.5  77    0    0 211 -299  1
1364400	3732500 2677500  1 16 20  -3.0 1002 129  1.2 0  2.5  79    0    0 209 -297  1
1368000	3732500 2677500  1 16 21  -3.6 1002 119  1.2 0  2.5  83    0    0 209 -296  1
1371600	3732500 2677500  1 16 22  -3.3 1002 110  1.2 0  2.5  86    0    0 209 -294  1
1375200	3732500 2677500  1 16 23  -3.4 1002 159  1.2 1  2.6  86    0    0 213 -293  1
1378800	3732500 2677500  1 16 24  -4.3 1002 277  1.2 1  2.5  87    0    0 217 -292  1
1382400	3732500 2677500  1 17  1  -4.4 1002 218  1.1 0  2.4  88    0    0 211 -290  1
1386000	3732500 2677500  1 17  2  -5.0 1001 210  1.3 0  2.4  88    0    0 206 -288  1
1389600	3732500 2677500  1 17  3  -5.2 1001 200  1.2 0  2.3  89    0    0 206 -288  1
1393200	3732500 2677500  1 17  4  -5.3 1001 179  1.1 0  2.3  91    0    0 206 -287  1
1396800	3732500 2677500  1 17  5  -5.8 1000 209  1.0 0  2.3  91    0    0 205 -284  1
1400400	3732500 2677500  1 17  6  -6.0 1000 169  0.9 0  2.3  91    0    0 204 -283  1
1404000	3732500 2677500  1 17  7  -5.9 1000  83  0.9 0  2.2  91    0    0 204 -285  1
1407600	3732500 2677500  1 17  8  -5.7 1000 110  1.0 0  2.3  91    0    0 204 -290  1
1411200	3732500 2677500  1 17  9  -5.4  999 178  1.1 0  2.3  92    0    3 204 -296  1
1414800	3732500 2677500  1 17 10  -5.1  999 129  1.1 0  2.4  91   26   52 204 -301  1
1418400	3732500 2677500  1 17 11  -2.2  999  84  1.1 1  2.5  85   84   94 211 -305  1
1422000	3732500 2677500  1 17 12  -1.9  999 352  1.1 1  2.6  79  142  117 218 -309  1
1425600	3732500 2677500  1 17 13   0.6  999 249  1.8 1  2.7  74  173  122 222 -314  1
1429200	3732500 2677500  1 17 14   1.7  998 251  1.2 1  2.8  67  171  114 227 -317  1
1432800	3732500 2677500  1 17 15   1.6  998 270  2.3 1  2.7  63  134   94 230 -321  1
1436400	3732500 2677500  1 17 16   0.9  998 340  2.4 2  2.8  66   74   64 235 -324  1
1440000	3732500 2677500  1 17 17  -0.6  998  10  1.7 2  2.8  73   15   20 240 -322  1
1443600	3732500 2677500  1 17 18  -1.9  998  70  1.6 2  2.8  80    0    0 236 -321  1
1447200	3732500 2677500  1 17 19  -2.4  998  30  1.5 2  2.8  86    0    0 234 -321  1
1450800	3732500 2677500  1 17 20  -2.3  998 202  1.3 2  2.8  88    0    0 235 -322  1
1454400	3732500 2677500  1 17 21  -3.0  998 360  0.7 2  2.8  89    0    0 235 -322  1
1458000	3732500 2677500  1 17 22  -2.6  998 170  1.6 4  2.8  90    0    0 244 -323  1
1461600	3732500 2677500  1 17 23  -2.7  999 161  1.7 4  2.8  89    0    0 255 -324  1
1465200	3732500 2677500  1 17 24  -1.8  999 150  1.6 2  2.8  86    0    0 246 -324  1
1468800	3732500 2677500  1 18  1  -1.4  998 121  1.7 4  2.9  86    0    0 246 -323  1
1472400	3732500 2677500  1 18  2  -0.7  998 160  1.8 7  3.1  88    0    0 274 -321  1
1476000	3732500 2677500  1 18  3  -0.4  998 140  1.6 7  3.4  92    0    0 292 -319  1
1479600	3732500 2677500  1 18  4  -0.1  998 130  1.7 7  3.6  96    0    0 294 -319  1
1483200	3732500 2677500  1 18  5   0.2  998 101  1.7 8  3.7  96    0    0 300 -319  1
1486800	3732500 2677500  1 18  6   0.4  997 150  1.7 8  3.7  95    0    0 305 -319  1
1490400	3732500 2677500  1 18  7   0.6  997 120  2.4 7  3.7  94    0    0 301 -320  1
1494000	3732500 2677500  1 18  8   0.8  997 129  1.8 7  3.8  93    0    0 296 -320  1
1497600	3732500 2677500  1 18  9   0.9  998 183  1.8 7  3.8  93    0    1 296 -320  1
1501200	3732500 2677500  1 18 10   1.0  998  61  2.0 6  3.9  93   16   47 289 -320  1
1504800	3732500 2677500  1 18 11   1.4  998  51  2.0 3  3.9  93   35   91 270 -320  1
1508400	3732500 2677500  1 18 12   3.0  998  91  2.1 5  4.0  88    3   96 267 -320  1
1512000	3732500 2677500  1 18 13   3.8  999 159  2.1 5  4.0  82   19  127 278 -319  1
1515600	3732500 2677500  1 18 14   5.0  999 210  2.7 4  4.1  77   39  121 276 -321  1
1519200	3732500 2677500  1 18 15   3.8  999 331  1.8 6  4.2  79   24   93 280 -323  1
1522800	3732500 2677500  1 18 16   3.9  999 179  2.9 8  4.1  80   23   52 295 -324  1
1526400	3732500 2677500  1 18 17   3.4  999 178  2.9 7  4.0  80    1   11 300 -323  1
1530000	3732500 2677500  1 18 18   2.8  999 179  2.2 7  3.9  82    0    0 293 -318  1
1533600	3732500 2677500  1 18 19   2.6  998 179  2.0 6  3.9  83    0    0 288 -316  1
1537200	3732500 2677500  1 18 20   2.4  998 159  2.0 8  3.9  84    0    0 292 -314  1
1540800	3732500 2677500  1 18 21   2.5  998 189  1.3 8  3.9  85    0    0 302 -312  1
1544400	3732500 2677500  1 18 22   2.6  999 210  1.2 8  4.0  86    0    0 303 -311  1
1548000	3732500 2677500  1 18 23   2.5  999 349  1.1 8  4.0  86    0    0 303 -310  1
1551600	3732500 2677500  1 18 24   2.5  999 160  1.1 7  4.0  86    0    0 298 -309  1
1555200	3732500 2677500  1 19  1   2.2  999 349  1.0 7  4.0  88    0    0 293 -309  1
1558800	3732500 2677500  1 19  2   1.8  999 359  0.9 6  4.0  90    0    0 287 -308  1
1562400	3732500 2677500  1 19  3   1.5  999 349  0.9 5  4.0  92    0    0 277 -306  1
1566000	3732500 2677500  1 19  4   1.1  999  19  0.8 6  4.0  94    0    0 277 -304  1
1569600	3732500 2677500  1 19  5   1.1  999   9  0.9 6  4.0  96    0    0 281 -301  1
1573200	3732500 2677500  1 19  6   1.2  999 329  1.0 6  4.0  96    0    0 281 -300  1
1576800	3732500 2677500  1 19  7   1.1  999 341  1.0 8  4.0  96    0    0 291 -300  1
1580400	3732500 2677500  1 19  8   1.0 1000 359  0.4 8  4.0  97    0    0 300 -301  1
1584000	3732500 2677500  1 19  9   1.1 1000 170  1.7 8  3.9  94    0    2 300 -301  1
1587600	3732500 2677500  1 19 10   1.6 1000 221  1.0 7  3.8  89    0   35 294 -301  1
1591200	3732500 2677500  1 19 11   2.1 1001 232  1.7 7  3.8  86    1   67 289 -305  1
1594800	3732500 2677500  1 19 12   2.5 1001  28  1.0 6  3.8  84   24  105 284 -310  1
1598400	3732500 2677500  1 19 13   2.8 1001 350  1.1 7  3.9  83   11  109 284 -314  1
1602000	3732500 2677500  1 19 14   2.6 1001  18  1.2 8  3.9  84    0   62 294 -316  1
1605600	3732500 2677500  1 19 15   2.3 1001 342  1.1 8  3.9  85    0   41 298 -319  1
1609200	3732500 2677500  1 19 16   2.1 1001 311  1.1 8  3.9  86    0   17 297 -319  1
1612800	3732500 2677500  1 19 17   2.3 1001 351  1.0 8  3.8  85    0    7 297 -317  1
1616400	3732500 2677500  1 19 18   1.9 1001 350  1.0 8  3.8  85    0    0 297 -316  1
1620000	3732500 2677500  1 19 19   1.6 1002   1  1.0 8  3.9  88    0    0 296 -315  1
1623600	3732500 2677500  1 19 20   1.6 1002  71  1.1 7  3.9  90    0    0 291 -314  1
1627200	3732500 2677500  1 19 21   1.3 1002 359  0.4 8  3.8  90    0    0 291 -314  1
1630800	3732500 2677500  1 19 22   1.3 1002 111  1.1 7  3.8  91    0    0 290 -314  1
1634400	3732500 2677500  1 19 23   1.5 1002 210  1.0 7  3.8  89    0    0 286 -314  1
1638000	3732500 2677500  1 19 24   1.3 1002 230  1.6 6  3.7  88    0    0 281 -314  1
1641600	3732500 2677500  1 20  1   1.6 1002 220  1.7 7  3.7  88    0    0 282 -315  1
1645200	3732500 2677500  1 20  2   1.6 1003 250  1.7 8  3.8  87    0    0 292 -315  1
1648800	3732500 2677500  1 20  3   1.3 1003 270  1.0 7  3.8  88    0    0 292 -315  1
1652400	3732500 2677500  1 20  4   1.3 1003 240  1.7 6  3.8  90    0    0 283 -315  1
1656000	3732500 2677500  1 20  5   1.3 1003 300  1.8 7  3.8  91    0    0 284 -315  1
1659600	3732500 2677500  1 20  6   0.8 1003 310  1.0 7  3.8  92    0    0 288 -315  1
1663200	3732500 2677500  1 20  7   0.7 1003 350  1.7 7  3.7  92    0    0 287 -315  1
1666800	3732500 2677500  1 20  8   0.6 1003  81  1.0 8  3.7  92    0    0 292 -315  1
1670400	3732500 2677500  1 20  9   0.6 1003 319  1.0 8  3.6  91    0    0 298 -315  1
1674000	3732500 2677500  1 20 10   0.5 1003 359  0.3 8  3.6  91    0   29 298 -315  1
1677600	3732500 2677500  1 20 11   0.7 1003  12  1.0 8  3.6  90    0   67 298 -316  1
1681200	3732500 2677500  1 20 12   1.3 1004   9  1.0 7  3.6  88    4  106 293 -317  1
1684800	3732500 2677500  1 20 13   1.6 1004 330  1.0 7  3.7  86    0   83 288 -320  1
1688400	3732500 2677500  1 20 14   1.3 1003 329  1.7 8  3.7  87    0   43 294 -321  1
1692000	3732500 2677500  1 20 15   0.6 1003 280  1.0 8  3.7  90    0   22 299 -320  1
1695600	3732500 2677500  1 20 16   0.3 1003 329  1.0 7  3.6  92    0   15 292 -319  1
1699200	3732500 2677500  1 20 17   0.4 1003 289  1.1 6  3.7  93    0    4 282 -317  1
1702800	3732500 2677500  1 20 18   0.1 1004 299  1.8 7  3.6  92    0    0 282 -316  1
1706400	3732500 2677500  1 20 19  -0.4 1004 299  1.1 7  3.5  91    0    0 285 -316  1
1710000	3732500 2677500  1 20 20   0.0 1004 289  1.9 7  3.4  91    0    0 285 -316  1
1713600	3732500 2677500  1 20 21  -0.2 1004 290  1.3 8  3.4  88    0    0 292 -316  1
1717200	3732500 2677500  1 20 22  -0.4 1005 270  1.9 5  3.4  90    0    0 281 -316  1
1720800	3732500 2677500  1 20 23  -0.8 1005 270  1.9 5  3.4  94    0    0 263 -316  1
1724400	3732500 2677500  1 20 24  -0.8 1005 280  1.2 7  3.4  95    0    0 276 -316  1
1728000	3732500 2677500  1 21  1  -1.1 1006 210  1.4 5  3.4  96    0    0 275 -315  1
1731600	3732500 2677500  1 21  2  -1.3 1005 200  2.1 4  3.3  96    0    0 255 -314  1
1735200	3732500 2677500  1 21  3  -0.5 1005 220  1.5 6  3.4  95    0    0 260 -312  1
1738800	3732500 2677500  1 21  4  -0.6 1005 220  3.0 6  3.4  93    0    0 273 -311  1
1742400	3732500 2677500  1 21  5  -1.0 1005 210  2.1 6  3.2  89    0    0 271 -311  1
1746000	3732500 2677500  1 21  6  -1.7 1005 200  2.7 5  3.0  88    0    0 262 -312  1
1749600	3732500 2677500  1 21  7  -2.1 1005 190  3.5 3  2.9  88    0    0 241 -313  1
1753200	3732500 2677500  1 21  8  -2.4 1005 180  2.7 3  2.8  87    0    0 226 -313  1
1756800	3732500 2677500  1 21  9  -2.4 1005 190  2.1 2  2.8  86    0    5 217 -311  1
1760400	3732500 2677500  1 21 10  -1.8 1005 170  2.2 1  2.8  85   28   54 202 -309  1
1764000	3732500 2677500  1 21 11  -1.2 1005 131  2.3 1  2.8  81   91   95 194 -309  1
1767600	3732500 2677500  1 21 12   0.3 1005 180  3.1 1  2.8  75  138  118 195 -312  1
1771200	3732500 2677500  1 21 13   1.0 1004 180  3.1 2  2.9  72  161  125 203 -315  1
1774800	3732500 2677500  1 21 14   1.4 1003 179  3.0 3  3.0  71  160  116 215 -316  1
1778400	3732500 2677500  1 21 15   1.1 1002 159  2.9 7  3.0  71   49  107 244 -317  1
1782000	3732500 2677500  1 21 16   1.2 1001 160  3.0 8  3.1  74   11   58 274 -318  1
1785600	3732500 2677500  1 21 17   1.4 1001 160  3.1 8  3.1  74    3   16 279 -317  1
1789200	3732500 2677500  1 21 18   1.2 1000 150  2.6 8  3.1  74    0    0 279 -316  1
1792800	3732500 2677500  1 21 19   0.3  999 140  3.5 8  3.4  84    0    0 278 -316  1
1796400	3732500 2677500  1 21 20   0.6  998 140  4.2 8  3.7  93    0    0 278 -316  1
1800000	3732500 2677500  1 21 21   1.2  998 150  4.9 7  3.8  91    0    0 274 -315  1
1803600	3732500 2677500  1 21 22   1.4  997 170  4.1 7  3.9  91    0    0 270 -315  1
